pH,Turbidity_NTU,Free_Residual_Chlorine_ppm,TDS_ppm,Total_Hardness_ppm,Calcium_Hardness_ppm,Magnesium_Hardness_ppm,Chlorides_ppm,Phosphate_ppm,Total_Alkalinity_ppm,Sulphates_ppm,Silica_ppm,Source_Sheet,Date,Iron_ppm,Suspended_Solids_ppm,Conductivity_uS_cm,Cycles_of_Concentration
7.7,23.0,0.0,1883.0,790.0,491.0,299.0,348.0,6.9,109.0,875.0,166.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,23.0,2810.0,
7.7,20.0,0.0,1998.0,794.0,500.0,294.0,363.0,7.2,113.0,877.0,169.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,20.0,2982.0,
8.4,30.0,0.0,2098.0,802.0,517.0,285.0,377.0,7.0,120.0,881.0,176.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,30.0,3151.0,
7.9,28.0,0.2,1810.0,772.0,492.0,280.0,340.0,6.2,110.0,869.0,160.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,28.0,2792.0,
8.2,35.0,0.2,1770.0,790.0,500.0,290.0,348.0,6.6,100.0,958.0,165.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,35.0,2642.0,
8.2,35.0,0.2,1770.0,790.0,500.0,290.0,348.0,6.6,100.0,958.0,165.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,35.0,2642.0,
7.8,41.0,0.5,2170.0,920.0,546.0,374.0,356.0,6.2,109.0,893.0,178.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,41.0,3239.0,
7.9,35.0,0.2,2022.0,911.0,542.0,369.0,327.0,6.0,100.0,873.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,35.0,3018.0,
7.7,40.0,0.1,1920.0,882.0,563.0,319.0,327.0,6.1,107.0,864.0,168.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,40.0,2866.0,
7.858,58.0,0.5,2082.0,903.0,580.0,801.0,298.0,6.4,102.0,878.0,179.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,58.0,3107.0,
7.9,42.0,0.1,1840.0,882.0,567.0,315.0,312.0,6.1,100.0,890.0,167.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,42.0,2746.0,
7.9,79.0,0.5,2110.0,899.0,584.0,315.0,327.0,6.6,100.0,984.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,79.0,3149.0,
7.9,79.0,0.5,2110.0,899.0,584.0,315.0,327.0,6.6,100.0,984.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,79.0,3149.0,
7.6,65.0,0.2,1910.0,890.0,580.0,310.0,305.0,6.0,104.0,878.0,162.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,65.0,2851.0,
7.8,42.0,0.1,1610.0,899.0,601.0,298.0,327.0,6.9,113.0,880.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,42.0,2403.0,
7.7,39.0,0.1,1600.0,882.0,588.0,294.0,348.0,7.1,100.0,880.0,165.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,39.0,2388.0,
8.0,28.0,0.0,1398.0,878.0,580.0,298.0,334.0,7.0,109.0,889.0,166.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,28.0,2098.0,
8.3,22.0,0.0,1405.0,869.0,567.0,302.0,305.0,6.6,118.0,881.0,169.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,22.0,2097.0,
8.2,18.0,0.1,1640.0,752.0,550.0,202.0,312.0,4.2,109.0,890.0,159.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,18.0,2448.0,
7.1,17.0,0.0,1398.0,714.0,428.0,202.0,142.0,5.8,100.0,864.0,150.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,18.0,2097.0,
8.4,28.0,0.5,2170.0,920.0,601.0,801.0,377.0,10.5,120.0,984.0,179.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,79.0,3239.0,
7.851933333333335,19.0,0.12000000000000002,1803.7333333333333,817.6,511.8,321.73333333333335,321.0,6.353333333333333,106.33333333333333,890.5,165.96666666666667,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2000000000000001,32.5,2678.9333333333334,
2.0,,21.0,,,,,,3.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,,,,
9.0,18.0,0.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.0,,,
6.666666666666667,,70.0,,,,,,10.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,,,,
30.0,60.0,0.0,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.0,,,
8.1,15.0,0.2,1740.0,910.0,540.0,370.0,334.0,6.0,120.0,910.0,150.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,15.0,2574.0,
7.9,13.0,0.1,1700.0,907.0,519.0,388.0,328.0,6.3,119.0,864.0,149.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,13.0,2537.0,
7.9,15.0,0.1,1548.0,894.0,506.0,388.0,312.0,6.7,116.0,754.0,152.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,15.0,2310.0,
7.9,14.0,0.0,1596.0,874.0,509.0,365.0,240.0,6.0,118.0,864.0,140.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,14.0,2490.0,
7.8,13.0,0.0,1680.0,898.0,519.0,379.0,244.0,6.3,120.0,860.0,142.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,13.0,2507.0,
7.8,13.0,0.0,1584.0,885.0,510.0,375.0,236.0,6.0,114.0,873.0,139.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,13.0,2364.0,
8.3,19.0,0.0,1590.0,870.0,502.0,368.0,230.0,6.9,118.0,910.0,135.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,19.0,2373.0,
8.3,19.0,0.0,1590.0,870.0,502.0,368.0,230.0,6.9,118.0,910.0,135.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,19.0,2373.0,
8.1,22.0,0.5,1765.0,885.0,506.0,379.0,240.0,6.0,119.0,864.0,145.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,22.0,2634.0,
8.2,38.0,0.6,1680.0,872.0,489.0,383.0,229.0,6.2,122.0,887.0,135.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,38.0,2507.0,
8.2,35.0,0.5,1790.0,850.0,475.0,375.0,218.0,6.8,120.0,875.0,130.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,35.0,2671.0,
7.8,62.0,0.7,1630.0,864.0,489.0,375.0,250.0,7.2,100.0,888.0,148.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,62.0,2432.0,
7.8,68.0,0.9,1650.0,859.0,475.0,384.0,259.0,6.9,104.0,877.0,152.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.4,68.0,2463.0,
7.8,68.0,0.9,1650.0,859.0,475.0,384.0,259.0,6.9,104.0,872.0,152.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.4,68.0,2463.0,
8.0,46.0,0.1,1530.0,501.0,305.0,196.0,223.0,6.8,100.0,869.0,100.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.6,46.0,2284.0,
7.9,32.0,0.6,1510.0,855.0,480.0,375.0,257.0,6.9,100.0,958.0,140.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,32.0,2254.0,
7.8,28.0,0.4,1440.0,837.0,471.0,366.0,237.0,6.5,112.0,878.0,134.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.6,28.0,2149.0,
7.5,34.0,0.5,1610.0,850.0,480.0,370.0,250.0,6.7,100.0,871.0,130.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.6,34.0,2403.0,
7.5,36.0,0.9,1590.0,868.0,493.0,375.0,244.0,6.0,110.0,873.0,148.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.6,36.0,2373.0,
7.9,34.0,0.4,1690.0,876.0,510.0,366.0,230.0,6.2,114.0,864.0,142.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.6,34.0,2522.0,
7.4,47.0,0.2,1500.0,881.0,501.0,380.0,237.0,6.0,100.0,878.0,139.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,47.0,2237.0,
7.4,47.0,0.2,1500.0,881.0,501.0,380.0,237.0,6.0,100.0,881.0,139.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,47.0,2237.0,
8.0,55.0,0.1,1650.0,894.0,519.0,375.0,230.0,6.6,110.0,984.0,145.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,55.0,2462.0,
7.8,40.0,0.0,1460.0,885.0,510.0,375.0,226.0,6.9,114.0,982.0,140.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,40.0,2179.0,
7.9,39.0,0.0,1470.0,920.0,523.0,397.0,244.0,7.0,118.0,875.0,137.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,39.0,2194.0,
7.5,26.0,0.0,1510.0,907.0,514.0,393.0,237.0,6.8,110.0,960.0,147.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,26.0,2254.0,
8.0,26.0,0.2,1490.0,911.0,532.0,379.0,316.0,7.2,120.0,893.0,156.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,26.0,2223.0,
8.0,26.0,0.2,1490.0,911.0,532.0,379.0,316.0,7.2,120.0,888.0,156.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,26.0,2223.0,
7.5,22.0,0.6,1440.0,894.0,506.0,388.0,230.0,6.9,112.0,872.0,140.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,22.0,2149.0,
7.7,30.0,0.6,1400.0,881.0,492.0,389.0,223.0,6.4,100.0,893.0,137.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,30.0,2090.0,
7.6,33.0,0.5,1390.0,873.0,480.0,393.0,220.0,6.2,112.0,890.0,132.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.5,33.0,2074.0,
7.4,17.0,0.0,1390.0,501.0,305.0,196.0,142.0,5.8,100.0,754.0,100.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.4,13.0,2074.0,
8.3,28.0,0.9,1790.0,920.0,540.0,397.0,334.0,10.5,122.0,984.0,156.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.6,68.0,2671.0,
7.848387096774194,19.0,0.32258064516129026,1576.225806451613,868.4516129032259,495.64516129032256,372.80645161290323,247.125,6.561290322580645,111.74193548387096,887.6451612903226,140.83870967741936,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.51,32.74193548387097,2355.0,
2.0,,12.0,,,,,,0.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,,,,
6.0,23.0,8.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.0,,,
6.451612903225806,,38.70967741935483,,,,,,0.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,,,,
19.354838709677416,74.19354838709677,25.806451612903224,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-MAY_2023__chosen,,0.0,,,
7.6,29.0,0.0,2069.0,821.0,484.0,337.0,331.0,6.6,118.0,910.0,160.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,29.0,3088.0,
7.5,84.0,0.0,2033.0,996.0,884.0,112.0,412.0,6.5,116.0,864.0,158.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,84.0,3048.0,
7.7,26.0,0.0,1844.0,839.0,496.0,343.0,329.0,6.9,112.0,754.0,163.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,26.0,2752.0,
7.7,27.0,0.0,2090.0,886.0,570.0,316.0,342.0,6.9,120.0,864.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,27.0,3119.0,
8.1,27.0,0.0,2250.0,1045.0,626.0,419.0,410.0,7.1,122.0,887.0,174.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,27.0,3358.0,
8.1,28.0,0.0,2110.0,991.0,601.0,390.0,378.0,7.0,121.0,873.0,173.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,28.0,3149.0,
8.0,25.0,0.0,1990.0,895.0,512.0,383.0,330.0,6.5,110.0,864.0,159.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,25.0,2970.0,
8.0,27.0,0.0,2253.0,924.0,504.0,420.0,648.0,6.3,112.0,864.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,27.0,3363.0,
7.6,50.0,0.0,2510.0,1084.0,692.0,392.0,570.0,6.8,112.0,887.0,220.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.3,50.0,3746.0,
7.8,32.0,0.0,3240.0,1004.0,588.0,25.0,1094.0,7.2,120.0,873.0,189.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,32.0,4836.0,
7.2,33.0,0.0,3190.0,1021.0,546.0,475.0,900.0,7.0,100.0,864.0,180.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,33.0,4761.0,
7.9,27.0,0.0,2580.0,966.0,559.0,407.0,994.0,6.8,100.0,878.0,176.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,27.0,3851.0,
7.8,20.0,0.0,2390.0,991.0,542.0,25.0,1022.0,7.1,119.0,890.0,184.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,20.0,3567.0,
7.7,22.0,0.0,2240.0,982.0,536.0,446.0,959.0,7.0,112.0,877.0,180.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,22.0,3442.0,
7.6,32.0,0.0,1610.0,806.0,567.0,239.0,502.0,6.9,114.0,881.0,186.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,32.0,2403.0,
7.7,27.0,0.0,2024.0,785.0,462.0,323.0,770.0,7.0,100.0,869.0,162.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,27.0,3047.0,
8.0,40.0,0.0,1880.0,861.0,528.0,333.0,664.0,6.4,120.0,878.0,173.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,40.0,2805.0,
8.1,38.0,0.0,1930.0,903.0,550.0,353.0,744.0,6.4,112.0,893.0,160.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,38.0,2880.0,
8.4,32.0,0.0,2030.0,924.0,512.0,412.0,730.0,6.9,100.0,873.0,174.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,32.0,3029.0,
8.1,33.0,0.0,1670.0,818.0,572.0,246.0,428.0,5.8,110.0,864.0,163.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,33.0,2493.0,
8.0,34.0,0.0,1893.0,932.0,564.0,368.0,766.0,6.1,120.0,878.0,175.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,34.0,2825.0,
7.9,42.0,0.0,1820.0,916.0,594.0,322.0,752.0,6.0,116.0,890.0,169.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,42.0,2716.0,
8.3,47.0,0.0,1850.0,926.0,538.0,27.0,762.0,6.4,124.0,893.0,186.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,47.0,2772.0,
8.1,38.0,0.0,1839.0,907.0,529.0,,732.0,6.2,110.0,878.0,182.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,38.0,2764.0,
8.4,52.0,0.0,2040.0,806.0,504.0,2.0,591.0,6.2,124.0,893.0,167.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,52.0,3045.0,
7.6,26.0,0.0,1984.0,825.0,564.0,,320.0,6.4,110.0,873.0,150.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,26.0,2961.0,
7.9,34.0,0.0,1820.0,890.0,520.0,,720.0,6.7,102.0,864.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,34.0,2710.0,
7.2,17.0,0.0,1610.0,785.0,462.0,2.0,142.0,5.8,100.0,754.0,150.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.2,20.0,2403.0,
8.4,28.0,0.0,3240.0,1084.0,884.0,475.0,1094.0,10.5,124.0,910.0,220.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.3,84.0,4836.0,
7.881481481481482,19.0,0.0,2117.740740740741,916.4444444444445,560.8888888888889,296.4583333333333,619.3571428571429,6.633333333333333,113.18518518518519,873.1851851851852,173.07407407407408,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.20384615384615395,34.51851851851852,3166.6666666666665,
1.0,,27.0,,,,,,1.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,,,,
8.0,26.0,0.0,9.0,0.0,,,18.0,0.0,0.0,0.0,6.0,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.0,,,
3.7037037037037037,,100.0,,,,,,3.7037037037037037,,,,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,,,,
29.62962962962963,96.29629629629629,0.0,33.333333333333336,0.0,,,66.66666666666667,0.0,0.0,0.0,22.22222222222222,DCM__MAIN_PLANT_CWT__OLD_Report__Jan22__chosen,,0.0,,,
7.8,28.0,0.0,747.0,298.0,182.0,116.0,89.0,10.5,170.0,254.0,52.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,55.0,1120.0,
7.73,26.0,0.0,772.0,291.0,177.0,114.0,79.0,10.2,150.0,272.0,58.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,52.0,1160.0,
7.75,22.0,0.0,830.0,298.0,182.0,116.0,89.0,10.5,145.0,279.0,64.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,50.0,1240.0,
7.8,24.0,0.0,831.0,290.0,181.0,109.0,81.0,10.1,150.0,274.0,57.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,51.0,1244.0,
7.83,22.0,0.0,950.0,462.0,306.0,156.0,79.0,6.7,155.0,361.0,62.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,53.0,1300.0,
7.91,20.0,0.0,1090.0,459.0,302.0,157.0,85.0,6.7,150.0,399.0,67.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,45.0,1420.0,
7.7,18.0,0.0,1102.0,564.0,228.0,336.0,124.0,5.8,145.0,421.0,73.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,40.0,1650.0,
7.78,18.0,0.1,1150.0,569.0,344.0,225.0,141.0,8.0,142.0,487.0,76.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,38.0,1720.0,
7.83,17.0,0.0,1210.0,582.0,355.0,227.0,137.0,7.9,150.0,513.0,69.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,36.0,1810.0,
7.7,18.0,0.1,1130.0,582.0,302.0,280.0,137.0,5.8,155.0,510.0,67.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,38.0,1690.0,
7.68,18.0,0.2,1221.0,564.0,328.0,236.0,137.0,5.8,160.0,513.0,69.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,40.0,1830.0,
7.65,18.0,0.1,1255.0,462.0,360.0,102.0,141.0,8.0,155.0,510.0,61.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,41.0,1880.0,
7.85,18.0,0.1,1400.0,593.0,364.0,229.0,143.0,8.0,160.0,523.0,64.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,42.0,2090.0,
7.7,17.0,0.1,1320.0,590.0,360.0,230.0,137.0,7.9,165.0,532.0,65.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,37.0,1970.0,
7.65,18.0,0.1,1320.0,593.0,364.0,229.0,138.0,8.0,160.0,593.0,64.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,39.0,1970.0,
7.6,18.0,0.1,1280.0,586.0,357.0,229.0,138.0,7.8,155.0,518.0,63.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,38.0,1910.0,
7.72,18.0,0.1,1240.0,593.0,364.0,229.0,137.0,8.0,155.0,523.0,65.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,40.0,1850.0,
7.6,18.0,0.1,1320.0,590.0,364.0,226.0,137.0,8.3,158.0,510.0,63.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,41.0,1970.0,
7.58,17.0,0.1,1350.0,540.0,306.0,234.0,137.0,7.9,160.0,532.0,60.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,36.0,2020.0,
7.82,18.0,0.1,1276.0,764.0,466.0,298.0,144.0,7.8,165.0,536.0,64.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,38.0,1910.0,
7.75,18.0,0.2,1360.0,728.0,444.0,284.0,144.0,7.0,160.0,693.0,89.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,39.0,2030.0,
7.68,18.0,0.2,1450.0,793.0,491.0,302.0,155.0,7.1,165.0,698.0,78.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,37.0,2170.0,
,16.0,0.2,1520.0,782.0,477.0,305.0,151.0,7.8,170.0,811.0,75.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,33.0,2270.0,
,18.0,0.2,1350.0,764.0,466.0,298.0,144.0,7.8,165.0,811.0,64.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,36.0,2020.0,
,18.0,0.2,1556.0,837.0,510.0,327.0,155.0,7.8,165.0,807.0,75.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,34.0,2322.0,
7.62,17.0,0.2,1440.0,910.0,555.0,355.0,158.0,7.3,160.0,824.0,79.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,39.0,2150.0,
7.56,18.0,0.1,1560.0,892.0,544.0,348.0,168.0,7.6,155.0,837.0,76.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,40.0,2328.0,
7.5,18.0,0.1,1580.0,899.0,548.0,351.0,165.0,7.7,158.0,796.0,77.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,42.0,2360.0,
7.43,17.0,0.0,1580.0,910.0,555.0,355.0,165.0,7.3,160.0,829.0,76.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,35.0,2360.0,
7.7,18.0,0.0,1548.0,848.0,535.0,313.0,148.0,7.7,165.0,826.0,79.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,38.0,2320.0,
7.8,18.0,0.0,1510.0,855.0,539.0,316.0,158.0,7.5,165.0,835.0,75.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,37.0,2260.0,
7.43,17.0,0.0,747.0,290.0,177.0,102.0,142.0,5.8,142.0,254.0,52.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,33.0,1120.0,
7.91,28.0,0.2,1580.0,910.0,555.0,355.0,168.0,10.5,170.0,837.0,89.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2,55.0,2360.0,
7.704285714285716,19.0,0.0870967741935484,1266.0645161290322,628.6451612903226,382.4516129032258,246.19354838709677,133.84375,7.816129032258066,157.83870967741936,575.0645161290323,68.58064516129032,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.2000000000000001,40.645161290322584,1882.0645161290322,
1.0,,24.0,,,,,,0.0,,,,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,,,,
0.0,5.0,0.0,0.0,0.0,,,0.0,28.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.0,,,
3.5714285714285716,,77.41935483870967,,,,,,0.0,,,,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,,,,
0.0,16.129032258064516,0.0,0.0,0.0,,,0.0,90.32258064516128,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT_Analysis_-_AUG_2014__chosen,,0.0,,,
7.95,20.0,0.1,1730.0,882.0,538.0,344.0,145.0,7.5,150.0,864.0,106.0,DCM__MAIN_PLANT_CWT_Analysis_-_OCT_2014__chosen,,0.2,43.0,2471.0,
7.93,20.0,0.2,1780.0,924.0,564.0,360.0,142.0,7.7,145.0,912.0,105.0,DCM__MAIN_PLANT_CWT_Analysis_-_OCT_2014__chosen,,0.2,48.0,2542.0,
7.95,20.0,0.2,1785.0,928.0,559.0,369.0,152.0,7.7,150.0,908.0,105.0,DCM__MAIN_PLANT_CWT_Analysis_-_OCT_2014__chosen,,0.2,53.0,2550.0,
7.9,24.0,0.1,1850.0,882.0,538.0,344.0,152.0,8.0,140.0,873.0,101.0,DCM__MAIN_PLANT_CWT_Analysis_-_OCT_2014__chosen,,0.2,49.0,2642.0,
