cycle,timestamp,pH,conductivity,temperature,ORP,LSI,RSI,risk_level,primary_risk,preemptive,doses,blowdown,slug_doses,cost_inr,safety_overrides,emergency_stop
79,1704090300.0,7.88,1208.0,35.854430070721875,679.6459461612342,1.022606813933046,5.834786372133908,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5633, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0938}",0.0,{},274.2,3,False
80,1704090600.0,7.81,1265.0,35.59701643674251,678.3525884131682,0.8458044841411674,6.118391031717665,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.7323, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0904}",0.0,{},326.15,3,False
81,1704090900.0,7.77,1306.0,35.002592497572635,628.3204561386158,0.7909247981309306,6.188150403738138,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.952, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.0626, 'AQUATREAT-6625': 0.0869}",0.0,{},333.89,4,False
82,1704091200.0,7.65,1283.0,35.043249058420244,624.3283373388331,0.6389036910333603,6.37219261793328,LOW,scaling,True,"{'AQUATREAT-2501': 0.4601, 'AQUATREAT-1196': 1.2376, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.0814, 'AQUATREAT-6625': 0.0879}",0.0,{},426.18,3,False
83,1704091500.0,7.93,1288.0,35.75523449434687,640.0543453900235,1.0563070993993247,5.81738580120135,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2313, 'AQUATREAT-1196': 1.6089, 'AQUATREAT-2150': 0.0376, 'AQUATREAT-4612': 0.1059, 'AQUATREAT-6625': 0.0879}",0.0,{},456.46,3,False
84,1704091800.0,7.84,1188.0,35.583593179532016,649.0852379078492,0.9248171595330827,5.990365680933834,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2422, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.1376, 'AQUATREAT-6625': 0.0956}",0.0,{},577.59,2,False
85,1704092100.0,7.1,1258.0,35.82384046762186,656.9781673304683,0.12477346803713907,6.8504530639257215,LOW,scaling,True,"{'AQUATREAT-2501': 0.0521, 'AQUATREAT-1196': 0.2364, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.1789, 'AQUATREAT-6625': 0.0913}",0.0,{},153.13,4,False
86,1704092400.0,7.86,1229.0,34.52275318809985,660.3452958676985,0.8364093026662589,6.1871813946674825,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.2326, 'AQUATREAT-6625': 0.0924}",0.0,{},235.69,4,False
87,1704092700.0,7.74,1285.0,35.09764093562473,656.5247744028082,0.7513022513613672,6.237395497277266,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0886}",0.0,{},283.35,3,False
88,1704093000.0,6.78,1229.0,36.093755920063245,664.2199710713628,-0.18472177925572275,7.149443558511446,LOW,biofouling,False,"{'AQUATREAT-2501': 0.0672, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.1428, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0925}",0.0,{},301.22,3,False
89,1704093300.0,7.14,1250.0,35.03817142439795,662.9963064696492,0.17815884929642944,6.783682301407141,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.9154, 'AQUATREAT-2150': 0.0443, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0911}",0.0,{},340.68,3,False
90,1704093600.0,7.56,1188.0,34.97391223275778,660.8816789529903,0.5613731616763742,6.437253676647251,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 1.19, 'AQUATREAT-2150': 0.0576, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0959}",0.0,{},414.37,3,False
91,1704093900.0,7.7,1216.0,35.866449974112626,624.4996761020993,0.7204890978825302,6.25902180423494,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 1.5471, 'AQUATREAT-2150': 0.0748, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0946}",0.0,{},508.68,3,False
92,1704094200.0,7.35,1253.0,35.4078648898885,658.9439352338339,0.28964373069636906,6.7707125386072615,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1074, 'AQUATREAT-1196': 0.3321, 'AQUATREAT-2150': 0.0973, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0914}",0.0,{},215.0,3,False
93,1704094500.0,6.9,1213.0,35.15668906126958,642.7886817990997,-0.16790802269140492,7.23581604538281,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4318, 'AQUATREAT-2150': 0.1265, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0939}",0.0,{},255.38,3,False
94,1704094800.0,6.95,1180.0,34.08494607848115,650.5606124717932,-0.15857073901164043,7.267141478023281,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5613, 'AQUATREAT-2150': 0.1644, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0967}",0.0,{},302.92,3,False
95,1704095100.0,7.22,1165.0,34.931925187205366,654.7290527855137,0.08745910362883169,7.045081792742336,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.7297, 'AQUATREAT-2150': 0.0478, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0988}",0.0,{},322.93,3,False
96,1704095400.0,7.02,1177.0,35.044285671261065,649.0721822977695,-0.12614954703832826,7.272299094076656,LOW,corrosion,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.9486, 'AQUATREAT-2150': 0.0621, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0981}",0.0,{},389.74,3,False
97,1704095700.0,7.09,1213.0,35.499433159553966,609.63879554824,-0.05658793513731197,7.203175870274624,LOW,corrosion,True,"{'AQUATREAT-2501': 0.476, 'AQUATREAT-1196': 1.2332, 'AQUATREAT-2150': 0.0807, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.095}",0.0,{},476.17,3,False
98,1704096000.0,8.01,1328.0,35.133734245749295,636.9689502877623,0.9126942639416988,6.184611472116602,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.4169, 'AQUATREAT-1196': 1.6032, 'AQUATREAT-2150': 0.1049, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0862}",0.0,{},551.22,2,False
99,1704096300.0,7.6,1300.0,35.292238904916466,688.3716191648751,0.516999889861097,6.566000220277806,LOW,scaling,True,"{'AQUATREAT-2501': 0.2235, 'AQUATREAT-1196': 0.3358, 'AQUATREAT-2150': 0.1364, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0866}",0.0,{},245.53,2,False
100,1704096600.0,7.8,1307.0,34.6073166403061,682.0048973955114,0.6776742548303849,6.44465149033923,LOW,scaling,True,"{'AQUATREAT-2501': 0.2141, 'AQUATREAT-1196': 0.4365, 'AQUATREAT-2150': 0.036, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0861}",0.0,{},240.79,2,False
101,1704096900.0,7.99,1415.0,34.72108145637658,624.9417895116459,1.0738634172376065,5.842273165524787,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.198, 'AQUATREAT-1196': 0.5675, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.0523, 'AQUATREAT-6625': 0.0797}",0.0,{},205.66,3,False
102,1704097200.0,7.67,1271.0,35.3397470336547,656.007936543521,0.5593432001107805,6.551313599778439,LOW,scaling,True,"{'AQUATREAT-2501': 0.2199, 'AQUATREAT-1196': 0.7377, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.068, 'AQUATREAT-6625': 0.0877}",0.0,{},257.42,3,False
103,1704097500.0,7.73,1174.0,34.71846357612597,664.9212112116044,0.6852228955671631,6.359554208865674,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.243, 'AQUATREAT-1196': 0.959, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.0884, 'AQUATREAT-6625': 0.0964}",0.0,{},323.43,3,False
104,1704097800.0,7.31,1341.0,34.21704446711876,697.0596123553504,0.2380539040805898,6.83389219183882,LOW,scaling,True,"{'AQUATREAT-2501': 0.0568, 'AQUATREAT-1196': 0.3167, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.1149, 'AQUATREAT-6625': 0.0853}",0.0,{},161.18,4,False
105,1704098100.0,7.83,1380.0,34.46242921608067,648.6387482935114,0.9989272519230061,5.832145496153988,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.0393, 'AQUATREAT-4612': 0.1494, 'AQUATREAT-6625': 0.0814}",0.0,{},195.58,4,False
106,1704098400.0,7.68,1489.0,35.03099865054247,638.505361763859,0.6821082200286934,6.315783559942613,LOW,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.0511, 'AQUATREAT-4612': 0.1942, 'AQUATREAT-6625': 0.0754}",0.0,{},248.19,4,False
107,1704098700.0,7.59,1331.0,34.00547854083059,642.0731281167203,0.5008538087759415,6.588292382448117,LOW,scaling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.0665, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0825}",0.0,{},318.74,3,False
108,1704099000.0,7.28,1338.0,34.52299322459833,630.2121617501627,0.2309032079388844,6.818193584122231,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0745, 'AQUATREAT-1196': 0.9154, 'AQUATREAT-2150': 0.0864, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0834}",0.0,{},333.09,3,False
109,1704099300.0,7.25,1314.0,34.24282938879347,630.1278101179469,0.17057684837727116,6.908846303245458,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 1.19, 'AQUATREAT-2150': 0.1124, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0849}",0.0,{},416.88,3,False
110,1704099600.0,7.44,1334.0,34.428340464083206,609.5390986340616,0.4994304219309962,6.441139156138008,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 1.5471, 'AQUATREAT-2150': 0.1461, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.084}",0.0,{},512.66,3,False
111,1704099900.0,7.97,1257.0,35.10917901204819,665.9363016685242,0.8789540063266115,6.212091987346777,MODERATE,biofouling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 1.9005, 'AQUATREAT-2150': 0.037, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0893}",0.0,{},575.93,2,False
112,1704100200.0,7.73,1361.0,34.85948618801007,604.3113316860274,0.6460861659822221,6.437827668035556,LOW,corrosion,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.7528, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.0664, 'AQUATREAT-6625': 0.0832}",0.0,{},281.89,3,False
113,1704100500.0,7.78,1392.0,34.517998794461384,642.3116522973803,0.8135123469936616,6.152975306012677,MODERATE,biofouling,True,"{'AQUATREAT-2501': 0.2185, 'AQUATREAT-1196': 0.7174, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.0863, 'AQUATREAT-6625': 0.0804}",0.0,{},257.1,2,False
114,1704100800.0,7.56,1085.0,35.610507228479825,647.353722061077,0.48311294562590756,6.5937741087481845,LOW,biofouling,True,"{'AQUATREAT-2501': 0.269, 'AQUATREAT-1196': 0.9327, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.1121, 'AQUATREAT-6625': 0.1045}",0.0,{},331.51,4,False
115,1704101100.0,7.23,1052.0,33.382875097015564,639.554847329776,0.1244978026183663,6.981004394763268,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0677, 'AQUATREAT-1196': 0.2375, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.1458, 'AQUATREAT-6625': 0.1118}",0.0,{},160.91,4,False
116,1704101400.0,7.34,986.0,34.37298644646167,639.746608246297,0.1608718431156113,7.018256313768777,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.1428, 'AQUATREAT-4612': 0.1895, 'AQUATREAT-6625': 0.1224}",0.0,{},242.5,4,False
117,1704101700.0,6.98,940.0,33.87867893403209,657.0666550769912,-0.16547700422729683,7.310954008454594,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.1856, 'AQUATREAT-4612': 0.2464, 'AQUATREAT-6625': 0.1317}",0.0,{},309.77,4,False
118,1704102000.0,7.59,989.0,34.73046564645173,663.7476845773206,0.5446179880896871,6.500764023820626,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.0389, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1253}",0.0,{},320.39,3,False
119,1704102300.0,7.76,1035.0,34.538220932116374,662.6889875877806,0.6448183710562816,6.470363257887437,LOW,corrosion,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.9154, 'AQUATREAT-2150': 0.0505, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1176}",0.0,{},383.44,3,False
120,1704102600.0,7.21,1029.0,35.084265581146745,667.2183668889013,0.07449755134841318,7.061004897303174,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0819, 'AQUATREAT-1196': 0.3547, 'AQUATREAT-2150': 0.0657, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1173}",0.0,{},212.66,3,False
121,1704102900.0,7.6,1186.0,34.2855444977382,657.4495103595632,0.5148183991219382,6.570363201756123,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4611, 'AQUATREAT-2150': 0.0854, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1}",0.0,{},252.77,3,False
122,1704103200.0,7.34,1052.0,33.456144164817246,637.1864753278849,0.22012889688626114,6.899742206227478,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5994, 'AQUATREAT-2150': 0.111, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1109}",0.0,{},300.79,3,False
123,1704103500.0,7.63,1016.0,34.6778471388146,638.7730797569942,0.42181476563790987,6.78637046872418,LOW,biofouling,False,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.7792, 'AQUATREAT-2150': 0.1443, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1179}",0.0,{},361.79,3,False
124,1704103800.0,7.46,976.0,33.3982633962073,646.5459751135661,0.18953026063525424,7.0809394787294915,LOW,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 1.013, 'AQUATREAT-2150': 0.1875, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1246}",0.0,{},440.58,3,False
125,1704104100.0,7.36,974.0,34.31950653147613,632.3198465953468,0.11738559051522479,7.125228818969551,LOW,scaling,True,"{'AQUATREAT-2501': 0.476, 'AQUATREAT-1196': 1.3169, 'AQUATREAT-2150': 0.2438, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1264}",0.0,{},541.63,3,False
126,1704104400.0,7.43,873.0,33.76392117175997,666.2936257613102,0.11323630836367293,7.203527383272654,LOW,scaling,True,"{'AQUATREAT-2501': 0.6188, 'AQUATREAT-1196': 1.712, 'AQUATREAT-2150': 0.0597, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1464}",0.0,{},612.24,3,False
127,1704104700.0,7.83,1334.0,33.55422344893758,579.9994580787828,0.713895434422966,6.402209131154068,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.4836, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.0776, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0935}",0.0,{},663.48,1,False
128,1704105000.0,7.44,876.0,33.591080841994696,654.7850521436982,0.11410964135171131,7.211780717296578,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0772, 'AQUATREAT-1196': 0.4453, 'AQUATREAT-2150': 0.1009, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1215}",0.0,{},241.41,4,False
129,1704105300.0,7.66,928.0,32.92206381616828,610.9823339616395,0.35384860793143247,6.952302784137135,LOW,biofouling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.579, 'AQUATREAT-2150': 0.1312, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1523}",0.0,{},300.63,3,False
130,1704105600.0,7.6,886.0,33.48215920107901,620.6190952281859,0.2979223671594067,7.004155265681186,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.7526, 'AQUATREAT-2150': 0.1706, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1473}",0.0,{},356.69,3,False
131,1704105900.0,7.73,1023.0,33.6399075185288,603.8592865612997,0.4985007134787711,6.732998573042458,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.9784, 'AQUATREAT-2150': 0.0469, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1223}",0.0,{},382.15,3,False
132,1704106200.0,7.77,1056.0,34.171390095455166,632.0114219531829,0.5278994295694366,6.714201140861126,LOW,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 1.272, 'AQUATREAT-2150': 0.061, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1142}",0.0,{},463.83,3,False
133,1704106500.0,7.82,1016.0,33.34236081538494,648.7016635262104,0.5546848811030216,6.710630237793957,LOW,scaling,True,"{'AQUATREAT-2501': 0.476, 'AQUATREAT-1196': 1.6535, 'AQUATREAT-2150': 0.0793, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.118}",0.0,{},572.87,3,False
134,1704106800.0,8.02,1120.0,33.16823531430193,656.6986741518801,0.7413582976494837,6.537283404701032,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.5961, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.103, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1059}",0.0,{},692.57,1,False
135,1704107100.0,7.35,1067.0,33.5453088201787,668.3964379081244,0.03462427628653497,7.28075144742693,LOW,scaling,True,"{'AQUATREAT-2501': 0.0562, 'AQUATREAT-1196': 0.3325, 'AQUATREAT-2150': 0.134, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1101}",0.0,{},218.77,3,False
136,1704107400.0,8.12,1092.0,33.96436864347066,608.2461418120381,0.8594672270209145,6.40106554595817,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4322, 'AQUATREAT-2150': 0.0434, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1079}",0.0,{},237.53,3,False
137,1704107700.0,7.47,1071.0,32.94955902235465,643.171955785518,0.17778109011487864,7.1144378197702425,LOW,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5619, 'AQUATREAT-2150': 0.0565, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1096}",0.0,{},278.65,3,False
138,1704108000.0,7.99,1220.0,33.6865227530932,623.6932459412359,0.8437595484045666,6.302480903190867,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.7304, 'AQUATREAT-2150': 0.0734, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0957}",0.0,{},328.88,3,False
139,1704108300.0,8.2,1095.0,32.78545445470576,655.7356367299578,0.9438823268151992,6.312235346369601,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.9496, 'AQUATREAT-2150': 0.0954, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1049}",0.0,{},399.65,3,False
140,1704108600.0,7.75,1120.0,33.061498597794106,642.3762466380331,0.5476592162227485,6.654681567554503,LOW,scaling,True,"{'AQUATREAT-2501': 0.0968, 'AQUATREAT-1196': 1.2344, 'AQUATREAT-2150': 0.1241, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1038}",0.0,{},420.78,3,False
141,1704108900.0,7.18,986.0,32.367174263924454,625.9271835992256,0.13227563814958465,6.91544872370083,LOW,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4206, 'AQUATREAT-2150': 0.1613, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1204}",0.0,{},266.93,3,False
142,1704109200.0,8.04,970.0,33.02031405314425,578.4732462763781,0.9926045303702553,6.0547909392594885,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5468, 'AQUATREAT-2150': 0.0466, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1258}",0.0,{},276.1,3,False
143,1704109500.0,7.82,908.0,32.4342281275178,614.0841764874283,0.7161503809944758,6.387699238011049,MODERATE,biofouling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.7108, 'AQUATREAT-2150': 0.0606, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.138}",0.0,{},329.81,3,False
144,1704109800.0,7.96,952.0,32.55610347193326,618.0581452165783,0.8563387296872449,6.24732254062551,MODERATE,biofouling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.924, 'AQUATREAT-2150': 0.0787, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1315}",0.0,{},395.18,3,False
145,1704110100.0,7.65,976.0,31.41323575692686,657.7668891881864,0.5553489394729016,6.539302121054197,LOW,corrosion,True,"{'AQUATREAT-2501': 0.476, 'AQUATREAT-1196': 1.2012, 'AQUATREAT-2150': 0.1024, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.126}",0.0,{},480.75,3,False
146,1704110400.0,7.79,986.0,33.18589741487733,657.1864241399894,0.7323814961583643,6.325237007683271,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.6188, 'AQUATREAT-1196': 1.5616, 'AQUATREAT-2150': 0.1331, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1242}",0.0,{},593.05,3,False
147,1704110700.0,7.39,1101.0,32.57636168623935,627.3936940278713,0.35249794751116337,6.685004104977673,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0755, 'AQUATREAT-1196': 0.5699, 'AQUATREAT-2150': 0.173, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1087}",0.0,{},283.96,3,False
148,1704111000.0,7.67,982.0,32.38402027277095,620.7166158181766,0.5707168213379195,6.528566357324161,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.7409, 'AQUATREAT-2150': 0.0518, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1218}",0.0,{},310.32,3,False
149,1704111300.0,7.96,1032.0,32.030166755602934,616.7714164700654,0.8658072976233839,6.228385404753232,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.9632, 'AQUATREAT-2150': 0.0674, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1165}",0.0,{},371.04,3,False
150,1704111600.0,7.96,957.0,32.03876867138925,632.9460410372468,0.8502647580012423,6.259470483997515,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 1.2521, 'AQUATREAT-2150': 0.0876, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.127}",0.0,{},453.47,3,False
151,1704111900.0,7.81,1001.0,32.1197174080578,640.5152665199794,0.7132585967847698,6.38348280643046,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 1.6277, 'AQUATREAT-2150': 0.1139, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1217}",0.0,{},556.82,3,False
152,1704112200.0,7.89,937.0,31.160321369875284,622.3332846020869,0.7555577899022969,6.378884420195406,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.476, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.148, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1311}",0.0,{},687.26,2,False
153,1704112500.0,7.99,955.0,32.135551397524544,632.0898623174159,0.8751776836305076,6.239644632738985,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.6188, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.1925, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1297}",0.0,{},723.79,2,False
154,1704112800.0,8.25,828.0,32.034197762014664,633.9398822121989,1.05562576921184,6.13874846157632,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.5078, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.0551, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1582}",0.0,{},675.13,1,False
155,1704113100.0,7.61,798.0,32.55575463390016,645.3807506760028,0.39625366401653306,6.817492671966934,LOW,biofouling,False,"{'AQUATREAT-2501': 0.0662, 'AQUATREAT-1196': 0.382, 'AQUATREAT-2150': 0.0716, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1723}",0.0,{},228.31,3,False
156,1704113400.0,8.0,946.0,32.01722673821014,676.0822923699988,0.8393941320255625,6.321211735948875,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4966, 'AQUATREAT-2150': 0.0931, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1378}",0.0,{},270.09,3,False
157,1704113700.0,8.22,1074.0,32.12953524654841,606.3684419091546,1.102646373188941,6.014707253622118,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.6456, 'AQUATREAT-2150': 0.121, 'AQUATREAT-4612': 0.0547, 'AQUATREAT-6625': 0.1138}",0.0,{},251.55,4,False
158,1704114000.0,7.99,1025.0,31.98056250159503,630.8067940150738,0.8516223264900109,6.286755347019978,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.8393, 'AQUATREAT-2150': 0.1573, 'AQUATREAT-4612': 0.0711, 'AQUATREAT-6625': 0.1161}",0.0,{},320.66,4,False
159,1704114300.0,7.84,1018.0,31.79760094175528,666.5676029210662,0.6799407917970175,6.480118416405965,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 1.091, 'AQUATREAT-2150': 0.2045, 'AQUATREAT-4612': 0.0925, 'AQUATREAT-6625': 0.1174}",0.0,{},410.14,4,False
